DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
141259,141259,,MiniPAT,00:00:00 07-Jan-2016,,,,0.000000,0.500000,TAD,800.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 08-Jan-2016,,,,16.000000,16.000000,LightLoc,656.000000,16.000000,LightLoc
141259,141259,,MiniPAT,00:00:00 09-Jan-2016,,,,0.000000,0.500000,TAD,696.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 10-Jan-2016,,,,0.000000,0.500000,TAD,560.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 11-Jan-2016,,,,1.875000,1.875000,TimeSeries,696.000000,57.250000,TimeSeries
141259,141259,,MiniPAT,00:00:00 12-Jan-2016,,,,0.000000,0.500000,TAD,744.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 13-Jan-2016,,,,16.000000,16.000000,LightLoc,575.750000,48.500000,TimeSeries
141259,141259,,MiniPAT,00:00:00 14-Jan-2016,,,,0.000000,4.000000,PDT,656.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 15-Jan-2016,,,,0.000000,0.500000,TAD,528.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 16-Jan-2016,,,,0.000000,0.500000,TAD,608.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 17-Jan-2016,,,,0.000000,0.500000,TAD,672.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 18-Jan-2016,,,,16.000000,16.000000,LightLoc,575.750000,48.500000,TimeSeries
141259,141259,,MiniPAT,00:00:00 19-Jan-2016,,,,0.000000,0.500000,TAD,531.000000,45.250000,TimeSeries
141259,141259,,MiniPAT,00:00:00 20-Jan-2016,,,,16.000000,16.000000,LightLoc,654.000000,17.750000,TimeSeries
141259,141259,,MiniPAT,00:00:00 21-Jan-2016,,,,0.000000,0.500000,TAD,568.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 22-Jan-2016,,,,0.000000,4.000000,PDT,232.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 23-Jan-2016,,,,0.000000,0.500000,TAD,656.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 24-Jan-2016,,,,0.000000,0.500000,TAD,568.000000,40.750000,TimeSeries
141259,141259,,MiniPAT,00:00:00 25-Jan-2016,,,,16.000000,16.000000,LightLoc,551.250000,41.000000,TimeSeries
141259,141259,,MiniPAT,00:00:00 26-Jan-2016,,,,0.000000,0.500000,TAD,496.000000,16.000000,LightLoc
141259,141259,,MiniPAT,00:00:00 27-Jan-2016,,,,0.000000,0.500000,TAD,455.250000,37.000000,TimeSeries
141259,141259,,MiniPAT,00:00:00 28-Jan-2016,,,,0.000000,0.500000,TAD,640.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 29-Jan-2016,,,,0.000000,0.500000,TAD,528.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 30-Jan-2016,,,,16.000000,16.000000,LightLoc,464.000000,16.000000,LightLoc
141259,141259,,MiniPAT,00:00:00 31-Jan-2016,,,,16.000000,16.000000,LightLoc,418.750000,34.500000,TimeSeries
141259,141259,,MiniPAT,00:00:00 01-Feb-2016,,,,16.000000,16.000000,LightLoc,408.500000,27.750000,TimeSeries
141259,141259,,MiniPAT,00:00:00 02-Feb-2016,,,,0.000000,0.500000,TAD,368.000000,16.000000,LightLoc
141259,141259,,MiniPAT,00:00:00 03-Feb-2016,,,,0.000000,0.500000,TAD,424.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 04-Feb-2016,,,,0.000000,0.500000,TAD,208.000000,16.000000,LightLoc
141259,141259,,MiniPAT,00:00:00 05-Feb-2016,,,,0.000000,4.000000,PDT,384.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 06-Feb-2016,,,,16.000000,16.000000,LightLoc,351.500000,29.750000,TimeSeries
141259,141259,,MiniPAT,00:00:00 07-Feb-2016,,,,0.000000,0.500000,TAD,384.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 08-Feb-2016,,,,16.000000,16.000000,LightLoc,336.500000,27.750000,TimeSeries
141259,141259,,MiniPAT,00:00:00 09-Feb-2016,,,,16.000000,16.000000,LightLoc,463.500000,37.750000,TimeSeries
141259,141259,,MiniPAT,00:00:00 10-Feb-2016,,,,0.000000,0.500000,TAD,16.000000,16.000000,LightLoc
141259,141259,,MiniPAT,00:00:00 11-Feb-2016,,,,0.000000,0.500000,TAD,40.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 12-Feb-2016,,,,0.000000,0.500000,TAD,176.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 13-Feb-2016,,,,0.000000,4.000000,PDT,272.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 14-Feb-2016,,,,16.000000,16.000000,LightLoc,16.000000,16.000000,LightLoc
141259,141259,,MiniPAT,00:00:00 15-Feb-2016,,,,16.000000,16.000000,LightLoc,262.000000,23.250000,TimeSeries
141259,141259,,MiniPAT,00:00:00 16-Feb-2016,,,,0.000000,0.500000,TAD,520.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 17-Feb-2016,,,,0.000000,0.500000,TAD,504.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 18-Feb-2016,,,,0.000000,4.000000,PDT,56.000000,4.000000,PDT
141259,141259,,MiniPAT,00:00:00 19-Feb-2016,,,,0.000000,0.500000,TAD,16.000000,16.000000,LightLoc
141259,141259,,MiniPAT,00:00:00 20-Feb-2016,,,,16.000000,16.000000,LightLoc,60.250000,6.000000,TimeSeries
141259,141259,,MiniPAT,00:00:00 21-Feb-2016,,,,0.000000,0.500000,TAD,284.500000,24.750000,TimeSeries
141259,141259,,MiniPAT,00:00:00 22-Feb-2016,,,,0.000000,0.500000,TAD,520.000000,4.000000,PDT
